generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
70,5.133445821714025,3.9000024754168754,141.06993585255617,162.88116523576736,141.06993585255617,162.88116523576736,87762.76572535826,47
71,5.133445821714025,3.886906285987252,141.06993585255617,162.1646491351184,141.06993585255617,162.1646491351184,87762.76572535826,47
72,5.133445821714025,3.9099019308203853,141.06993585255617,162.86341197403593,141.06993585255617,162.86341197403593,87762.76572535826,48
73,5.133445821714025,3.9219724996854173,141.06993585255617,162.9211564042411,141.06993585255617,162.9211564042411,87762.76572535826,48
74,5.133445821714025,3.938884964364552,141.06993585255617,162.57148637742185,141.06993585255617,162.57148637742185,87767.8446949573,48
75,5.133445821714025,3.9321624081306195,141.06993585255617,161.8919826130024,141.06993585255617,161.8919826130024,87767.8446949573,48
76,5.133445821714025,3.9736459149926833,141.06993585255617,163.37469542812306,141.06993585255617,163.37469542812306,87767.8446949573,48
77,5.133445821714025,3.9813201354347822,141.06993585255617,164.19459818030577,141.06993585255617,164.19459818030577,87767.8446949573,48
78,5.133445821714025,3.9922092135523384,141.06993585255617,164.1466261925403,141.06993585255617,164.1466261925403,87773.60881642578,48
79,5.133445821714025,4.021050520570359,141.06993585255617,165.32344094022542,141.06993585255617,165.32344094022542,87882.1009468706,48
80,5.133445821714025,4.007961079781834,139.21274880948494,165.08618380139043,139.21274880948494,165.08618380139043,91073.31992932186,40
81,5.133445821714025,4.021476092653674,139.21274880948494,164.54498455069754,139.21274880948494,164.54498455069754,91107.83942276504,41
82,5.133445821714025,4.039943746843932,139.21274880948494,165.51341998762638,139.21274880948494,165.51341998762638,91108.49995057746,43
83,5.133445821714025,4.030649516293461,139.21274880948494,163.86391636694498,139.21274880948494,163.86391636694498,91108.49995057746,47
84,5.133445821714025,4.004195305445855,139.21274880948494,162.41514555540314,139.21274880948494,162.41514555540314,91152.14419974954,49
85,5.133445821714025,4.013335090436092,139.21274880948494,162.24429556263348,139.21274880948494,162.24429556263348,91152.14419974954,49
86,5.133445821714025,3.9913390449507773,139.21274880948494,161.64415539161428,139.21274880948494,161.64415539161428,91152.14419974954,49
87,5.133445821714025,3.9985961879118395,139.21274880948494,161.30558806451532,139.21274880948494,161.30558806451532,91172.21718960154,49
88,5.133445821714025,4.002750892932431,139.21274880948494,161.55469429288564,139.21274880948494,161.55469429288564,91172.21718960154,49
89,5.133445821714025,4.038499034218354,139.21274880948494,162.39206109366637,139.21274880948494,162.39206109366637,91203.14683969149,49
90,5.133445821714025,4.038065127043069,139.21274880948494,162.06546043756552,139.21274880948494,162.06546043756552,91203.14683969149,49
91,5.133445821714025,4.037678853529148,139.21274880948494,162.00913093329746,139.21274880948494,162.00913093329746,91203.14683969149,49
92,5.133445821714025,4.007883795930963,139.21274880948494,160.61800564225314,139.21274880948494,160.61800564225314,91203.14683969149,49
93,5.133445821714025,4.0171131374572795,139.21274880948494,160.35201177773038,139.21274880948494,160.35201177773038,91203.14683969149,49
94,5.133445821714025,3.994012945392153,139.21274880948494,160.44270092272563,139.21274880948494,160.44270092272563,91203.14683969149,49
95,5.133445821714025,4.016128513981605,139.21274880948494,160.18005592026765,139.21274880948494,160.18005592026765,91236.06985140165,49
96,5.133445821714025,3.996245580516561,139.21274880948494,160.67137016523176,139.21274880948494,160.67137016523176,91236.06985140165,49
97,5.133445821714025,4.008441385813787,139.21274880948494,161.15692270719433,139.21274880948494,161.15692270719433,91236.06985140165,49
98,5.133445821714025,4.000038982187769,139.21274880948494,159.9688013554284,139.21274880948494,159.9688013554284,91236.06985140165,49
99,5.133445821714025,4.004670927424406,139.21274880948494,159.9027333259997,139.21274880948494,159.9027333259997,91236.06985140165,49
100,5.133445821714025,4.005403641685021,139.21274880948494,160.37255443259573,139.21274880948494,160.37255443259573,91284.83922655809,48
101,5.133445821714025,3.9980303525237955,139.21274880948494,159.04134318936286,139.21274880948494,159.04134318936286,91284.83922655809,48
