tick,generation,best_damage,avg_damage,best_travel,avg_travel,best_battery,avg_battery,hypervolume,n_pareto
0,79,6.162361222043234,5.940262347241247,139.22642408416712,204.1857050313927,139.22642408416712,204.1857050313927,109698.70935501321,55
0,80,6.162361222043234,5.959170327165108,126.2261147826685,204.73611008399786,126.2261147826685,204.73611008399786,132037.24223217226,4
0,81,6.162361222043234,5.958985996171109,126.2261147826685,202.5455698358443,126.2261147826685,202.5455698358443,132037.24223217226,10
0,82,6.162361222043234,6.057210637204245,126.2261147826685,209.0497269739531,126.2261147826685,209.0497269739531,132037.24223217226,22
0,83,6.162361222043234,6.033138883926365,126.2261147826685,195.5056318867647,126.2261147826685,195.5056318867647,132037.24223217226,47
0,84,6.162361222043234,6.034586452553213,126.2261147826685,191.051544608867,126.2261147826685,191.051544608867,132037.24223217226,60
0,85,6.162361222043234,6.027489874495273,126.2261147826685,189.4279076964521,126.2261147826685,189.4279076964521,132037.24223217226,60
0,86,6.162361222043234,6.036943320370839,126.2261147826685,190.79101393795162,126.2261147826685,190.79101393795162,132037.24223217226,60
0,87,6.162361222043234,6.025356427983183,126.2261147826685,189.05859913368178,126.2261147826685,189.05859913368178,132055.34585096408,60
0,88,6.162361222043234,6.0326920121097,126.2261147826685,191.49553416750751,126.2261147826685,191.49553416750751,132055.34585096408,60
0,89,6.162361222043234,6.028196502858973,126.2261147826685,190.90571049062038,126.2261147826685,190.90571049062038,132055.34585096408,60
0,90,6.162361222043234,6.002416454355436,126.2261147826685,185.9260218615208,126.2261147826685,185.9260218615208,132055.34585096408,60
0,91,6.162361222043234,5.975469373456136,126.2261147826685,184.79230872535877,126.2261147826685,184.79230872535877,132055.34585096408,60
0,92,6.162361222043234,5.94780527435111,126.2261147826685,181.21870122496412,126.2261147826685,181.21870122496412,132055.34585096408,60
0,93,6.162361222043234,5.949699714794623,126.2261147826685,180.77471166632364,126.2261147826685,180.77471166632364,132055.34585096408,60
0,94,6.162361222043234,5.954907047330064,126.2261147826685,183.32338392241118,126.2261147826685,183.32338392241118,132055.34585096408,60
0,95,6.162361222043234,5.954184834203327,126.2261147826685,180.40244377314642,126.2261147826685,180.40244377314642,132055.34585096408,60
0,96,6.162361222043234,5.974996556239998,126.2261147826685,183.6467582675692,126.2261147826685,183.6467582675692,132055.34585096408,60
0,97,6.162361222043234,5.988950706287304,126.2261147826685,186.08073397098806,126.2261147826685,186.08073397098806,132055.34585096408,60
0,98,6.162361222043234,5.9444923822591855,126.2261147826685,178.22603941023604,126.2261147826685,178.22603941023604,132055.34585096408,60
0,99,6.162361222043234,5.935033741462605,126.2261147826685,176.3818873837044,126.2261147826685,176.3818873837044,132055.34585096408,60
0,100,6.162361222043234,5.949465903647061,126.2261147826685,180.44245932994494,126.2261147826685,180.44245932994494,132055.34585096408,60
0,101,6.162361222043234,5.8983838187771385,126.2261147826685,172.1096783145676,126.2261147826685,172.1096783145676,132055.34585096408,60
0,102,6.162361222043234,5.898856635993274,126.2261147826685,173.2552287723571,126.2261147826685,173.2552287723571,132055.34585096408,60
0,103,6.162361222043234,5.918018118576021,126.2261147826685,178.23787673186357,126.2261147826685,178.23787673186357,132055.34585096408,60
0,104,6.162361222043234,5.946170619660221,126.2261147826685,184.40017204514427,126.2261147826685,184.40017204514427,132055.34585096408,60
0,105,6.162361222043234,5.928654181610388,126.2261147826685,177.19814483552213,126.2261147826685,177.19814483552213,132055.34585096408,60
0,106,6.162361222043234,5.905236195845491,126.2261147826685,172.43897132053942,126.2261147826685,172.43897132053942,132055.34585096408,60
0,107,6.162361222043234,5.92131340256286,126.2261147826685,174.2801640166642,126.2261147826685,174.2801640166642,132055.34585096408,60
0,108,6.162361222043234,5.905470006993054,126.2261147826685,172.77122365691807,126.2261147826685,172.77122365691807,132055.34585096408,60
0,109,6.162361222043234,5.888192575011796,126.2261147826685,166.3824945687068,126.2261147826685,166.3824945687068,132055.34585096408,60
0,110,6.162361222043234,5.874243619885504,126.2261147826685,164.4295646503201,126.2261147826685,164.4295646503201,132055.34585096408,60
0,111,6.162361222043234,5.874004613816931,126.2261147826685,163.61626652890922,126.2261147826685,163.61626652890922,132055.34585096408,60
0,112,6.162361222043234,5.8886705871489475,126.2261147826685,168.00909081152847,126.2261147826685,168.00909081152847,132055.34585096408,60
0,113,6.162361222043234,5.85106464018918,126.2261147826685,160.48368925674825,126.2261147826685,160.48368925674825,132055.34585096408,60
0,114,6.162361222043234,5.855315948450317,126.2261147826685,159.77916902719238,126.2261147826685,159.77916902719238,132055.34585096408,60
0,115,6.162361222043234,5.875194449238791,126.2261147826685,167.20171135093133,126.2261147826685,167.20171135093133,132055.34585096408,60
0,116,6.162361222043234,5.868336877249424,126.2261147826685,166.39137255992736,126.2261147826685,166.39137255992736,132055.34585096408,60
0,117,6.162361222043234,5.914689641721057,126.2261147826685,173.80207756203887,126.2261147826685,173.80207756203887,132055.34585096408,60
0,118,6.162361222043234,5.919174761129759,126.2261147826685,173.42980966886168,126.2261147826685,173.42980966886168,132055.34585096408,60
